level,touches_h1,last_touch,days_not_returned
1161.0,1,2018-08-16 00:00:00+00:00,2924.3
1162.0,1,2018-08-16 00:00:00+00:00,2924.3
1163.0,1,2018-08-16 00:00:00+00:00,2924.3
1164.0,2,2018-08-16 01:00:00+00:00,2924.3
1165.0,2,2018-08-16 01:00:00+00:00,2924.3
1166.0,2,2018-08-16 01:00:00+00:00,2924.3
1167.0,2,2018-08-16 01:00:00+00:00,2924.3
1168.0,2,2018-08-16 01:00:00+00:00,2924.3
1169.0,2,2018-08-16 01:00:00+00:00,2924.3
1170.0,3,2018-08-16 02:00:00+00:00,2924.2
1171.0,3,2018-08-16 03:00:00+00:00,2924.2
1172.0,5,2018-08-17 00:00:00+00:00,2923.3
1173.0,4,2018-08-17 00:00:00+00:00,2923.3
1174.0,12,2018-08-17 07:00:00+00:00,2923.0
1175.0,16,2018-08-17 07:00:00+00:00,2923.0
1176.0,19,2018-08-17 12:00:00+00:00,2922.8
1177.0,25,2018-08-17 17:00:00+00:00,2922.6
1178.0,17,2018-08-17 18:00:00+00:00,2922.6
1179.0,19,2018-08-17 18:00:00+00:00,2922.6
1180.0,11,2018-08-17 18:00:00+00:00,2922.6
1181.0,10,2018-09-28 07:00:00+00:00,2881.0
1182.0,7,2018-09-28 11:00:00+00:00,2880.8
1183.0,19,2018-10-08 15:00:00+00:00,2870.7
1184.0,26,2018-10-09 13:00:00+00:00,2869.8
1185.0,30,2018-10-09 13:00:00+00:00,2869.8
1186.0,42,2018-10-10 12:00:00+00:00,2868.8
1187.0,55,2018-10-10 14:00:00+00:00,2868.7
1188.0,54,2018-10-10 15:00:00+00:00,2868.7
1189.0,63,2018-10-10 16:00:00+00:00,2868.6
1190.0,62,2018-10-10 17:00:00+00:00,2868.6
1191.0,52,2018-10-10 18:00:00+00:00,2868.6
1192.0,62,2018-10-11 06:00:00+00:00,2868.1
1193.0,73,2018-10-11 06:00:00+00:00,2868.1
1194.0,113,2018-10-11 07:00:00+00:00,2868.0
1195.0,112,2018-10-11 07:00:00+00:00,2868.0
1196.0,118,2018-10-11 07:00:00+00:00,2868.0
1197.0,98,2018-11-13 10:00:00+00:00,2834.9
1198.0,100,2018-11-14 10:00:00+00:00,2833.9
1199.0,125,2018-11-14 14:00:00+00:00,2833.7
1200.0,113,2018-11-14 14:00:00+00:00,2833.7
1201.0,122,2018-11-14 15:00:00+00:00,2833.7
1202.0,124,2018-11-14 16:00:00+00:00,2833.6
1203.0,130,2018-11-14 17:00:00+00:00,2833.6
1204.0,116,2018-11-14 17:00:00+00:00,2833.6
1205.0,90,2018-11-14 17:00:00+00:00,2833.6
1206.0,85,2018-11-14 17:00:00+00:00,2833.6
1207.0,67,2018-11-14 17:00:00+00:00,2833.6
1208.0,66,2018-11-15 13:00:00+00:00,2832.8
1209.0,73,2018-11-15 13:00:00+00:00,2832.8
1210.0,77,2018-11-15 13:00:00+00:00,2832.8
1211.0,91,2018-11-15 13:00:00+00:00,2832.8
1212.0,99,2018-11-28 15:00:00+00:00,2819.7
1213.0,90,2018-11-28 16:00:00+00:00,2819.6
1214.0,90,2018-11-28 17:00:00+00:00,2819.6
1215.0,84,2018-11-28 17:00:00+00:00,2819.6
1216.0,71,2018-11-28 17:00:00+00:00,2819.6
1217.0,78,2018-11-30 15:00:00+00:00,2817.7
1218.0,90,2018-11-30 15:00:00+00:00,2817.7
1219.0,111,2018-11-30 16:00:00+00:00,2817.6
1220.0,125,2018-11-30 18:00:00+00:00,2817.6
1221.0,164,2018-11-30 20:00:00+00:00,2817.5
1222.0,212,2018-12-03 00:00:00+00:00,2815.3
1223.0,249,2018-12-03 01:00:00+00:00,2815.3
1224.0,226,2018-12-03 03:00:00+00:00,2815.2
1225.0,188,2018-12-03 05:00:00+00:00,2815.1
1226.0,170,2018-12-03 05:00:00+00:00,2815.1
1227.0,187,2018-12-03 07:00:00+00:00,2815.0
1228.0,174,2018-12-03 12:00:00+00:00,2814.8
1229.0,139,2018-12-03 13:00:00+00:00,2814.8
1230.0,141,2018-12-03 20:00:00+00:00,2814.5
1231.0,152,2018-12-04 00:00:00+00:00,2814.3
1232.0,134,2018-12-04 01:00:00+00:00,2814.3
1233.0,114,2018-12-14 14:00:00+00:00,2803.7
1234.0,109,2018-12-14 14:00:00+00:00,2803.7
1235.0,81,2018-12-14 15:00:00+00:00,2803.7
1236.0,67,2018-12-17 00:00:00+00:00,2801.3
1237.0,76,2018-12-17 06:00:00+00:00,2801.1
1238.0,92,2018-12-17 09:00:00+00:00,2800.9
1239.0,81,2018-12-17 10:00:00+00:00,2800.9
1240.0,90,2018-12-17 13:00:00+00:00,2800.8
1241.0,99,2018-12-17 14:00:00+00:00,2800.7
1242.0,121,2018-12-19 21:00:00+00:00,2798.4
1243.0,138,2018-12-20 01:00:00+00:00,2798.3
1244.0,147,2018-12-20 03:00:00+00:00,2798.2
1245.0,128,2018-12-20 06:00:00+00:00,2798.1
1246.0,138,2018-12-20 06:00:00+00:00,2798.1
1247.0,130,2018-12-20 07:00:00+00:00,2798.0
1248.0,117,2018-12-20 07:00:00+00:00,2798.0
1249.0,117,2018-12-20 08:00:00+00:00,2798.0
1250.0,114,2018-12-20 09:00:00+00:00,2797.9
1251.0,129,2018-12-20 09:00:00+00:00,2797.9
1252.0,138,2018-12-20 09:00:00+00:00,2797.9
1253.0,136,2018-12-20 09:00:00+00:00,2797.9
1254.0,165,2018-12-21 18:00:00+00:00,2796.6
1255.0,189,2018-12-21 20:00:00+00:00,2796.5
1256.0,184,2018-12-21 19:00:00+00:00,2796.5
1257.0,152,2018-12-21 18:00:00+00:00,2796.6
1258.0,143,2018-12-23 23:00:00+00:00,2794.3
1259.0,118,2018-12-24 00:00:00+00:00,2794.3
1260.0,117,2018-12-24 11:00:00+00:00,2793.8
1261.0,115,2018-12-24 12:00:00+00:00,2793.8
1262.0,132,2018-12-24 13:00:00+00:00,2793.8
1263.0,142,2018-12-24 14:00:00+00:00,2793.7
1264.0,126,2018-12-24 14:00:00+00:00,2793.7
1265.0,121,2018-12-26 20:00:00+00:00,2791.5
1266.0,156,2018-12-26 21:00:00+00:00,2791.4
1267.0,196,2019-05-02 13:00:00+00:00,2664.8
1268.0,185,2019-05-02 15:00:00+00:00,2664.7
1269.0,179,2019-05-03 12:00:00+00:00,2663.8
1270.0,146,2019-05-21 13:00:00+00:00,2645.8
1271.0,130,2019-05-21 14:00:00+00:00,2645.7
1272.0,159,2019-05-21 14:00:00+00:00,2645.7
1273.0,178,2019-05-23 05:00:00+00:00,2644.1
1274.0,233,2019-05-23 07:00:00+00:00,2644.0
1275.0,259,2019-05-30 07:00:00+00:00,2637.0
1276.0,294,2019-05-30 10:00:00+00:00,2636.9
1277.0,251,2019-05-30 11:00:00+00:00,2636.8
1278.0,242,2019-05-30 12:00:00+00:00,2636.8
1279.0,238,2019-05-30 12:00:00+00:00,2636.8
1280.0,273,2019-05-30 13:00:00+00:00,2636.8
1281.0,297,2019-05-30 14:00:00+00:00,2636.7
1282.0,273,2019-05-30 14:00:00+00:00,2636.7
1283.0,313,2019-05-30 14:00:00+00:00,2636.7
1284.0,330,2019-05-30 15:00:00+00:00,2636.7
1285.0,340,2019-05-30 15:00:00+00:00,2636.7
1286.0,336,2019-05-30 16:00:00+00:00,2636.6
1287.0,322,2019-05-30 17:00:00+00:00,2636.6
1288.0,310,2019-05-30 22:00:00+00:00,2636.4
1289.0,280,2019-05-30 23:00:00+00:00,2636.3
1290.0,269,2019-05-30 23:00:00+00:00,2636.3
1291.0,321,2019-05-31 03:00:00+00:00,2636.2
1292.0,327,2019-05-31 06:00:00+00:00,2636.1
1293.0,296,2019-05-31 06:00:00+00:00,2636.1
1294.0,257,2019-05-31 08:00:00+00:00,2636.0
1295.0,233,2019-05-31 09:00:00+00:00,2635.9
1296.0,217,2019-05-31 14:00:00+00:00,2635.7
1297.0,215,2019-05-31 14:00:00+00:00,2635.7
1298.0,220,2019-05-31 14:00:00+00:00,2635.7
1299.0,187,2019-05-31 14:00:00+00:00,2635.7
1300.0,116,2019-05-31 15:00:00+00:00,2635.7
1301.0,104,2019-05-31 15:00:00+00:00,2635.7
1302.0,130,2019-05-31 16:00:00+00:00,2635.6
1303.0,137,2019-05-31 16:00:00+00:00,2635.6
1304.0,143,2019-05-31 17:00:00+00:00,2635.6
1305.0,134,2019-05-31 20:00:00+00:00,2635.5
1306.0,130,2019-05-31 20:00:00+00:00,2635.5
1307.0,149,2019-06-02 22:00:00+00:00,2633.4
1308.0,167,2019-06-02 23:00:00+00:00,2633.3
1309.0,196,2019-06-03 01:00:00+00:00,2633.3
1310.0,194,2019-06-03 07:00:00+00:00,2633.0
1311.0,217,2019-06-03 07:00:00+00:00,2633.0
1312.0,223,2019-06-03 07:00:00+00:00,2633.0
1313.0,239,2019-06-03 13:00:00+00:00,2632.8
1314.0,236,2019-06-03 13:00:00+00:00,2632.8
1315.0,202,2019-06-03 13:00:00+00:00,2632.8
1316.0,184,2019-06-03 14:00:00+00:00,2632.7
1317.0,223,2019-06-03 14:00:00+00:00,2632.7
1318.0,239,2019-06-03 15:00:00+00:00,2632.7
1319.0,211,2019-06-03 15:00:00+00:00,2632.7
1320.0,204,2019-06-11 12:00:00+00:00,2624.8
1321.0,202,2019-06-11 12:00:00+00:00,2624.8
1322.0,210,2019-06-11 12:00:00+00:00,2624.8
1323.0,220,2019-06-11 13:00:00+00:00,2624.8
1324.0,226,2019-06-11 14:00:00+00:00,2624.7
1325.0,226,2019-06-11 14:00:00+00:00,2624.7
1326.0,236,2019-06-12 01:00:00+00:00,2624.3
1327.0,215,2019-06-12 01:00:00+00:00,2624.3
1328.0,204,2019-06-12 01:00:00+00:00,2624.3
1329.0,213,2019-06-12 02:00:00+00:00,2624.2
1330.0,167,2019-06-12 13:00:00+00:00,2623.8
1331.0,181,2019-06-12 13:00:00+00:00,2623.8
1332.0,200,2019-06-12 18:00:00+00:00,2623.6
1333.0,203,2019-06-17 09:00:00+00:00,2618.9
1334.0,191,2019-06-17 11:00:00+00:00,2618.8
1335.0,181,2019-06-17 11:00:00+00:00,2618.8
1336.0,184,2019-06-17 12:00:00+00:00,2618.8
1337.0,182,2019-06-17 14:00:00+00:00,2618.7
1338.0,168,2019-06-17 15:00:00+00:00,2618.7
1339.0,161,2019-06-18 01:00:00+00:00,2618.3
1340.0,154,2019-06-18 14:00:00+00:00,2617.7
1341.0,161,2019-06-18 14:00:00+00:00,2617.7
1342.0,140,2019-06-19 11:00:00+00:00,2616.8
1343.0,146,2019-06-19 13:00:00+00:00,2616.8
1344.0,133,2019-06-19 15:00:00+00:00,2616.7
1345.0,125,2019-06-19 17:00:00+00:00,2616.6
1346.0,127,2019-06-19 18:00:00+00:00,2616.6
1347.0,114,2019-06-19 18:00:00+00:00,2616.6
1348.0,104,2019-06-19 18:00:00+00:00,2616.6
1349.0,87,2019-06-19 18:00:00+00:00,2616.6
1350.0,72,2019-06-19 18:00:00+00:00,2616.6
1351.0,71,2019-06-19 19:00:00+00:00,2616.5
1352.0,80,2019-06-19 19:00:00+00:00,2616.5
1353.0,84,2019-06-19 19:00:00+00:00,2616.5
1354.0,70,2019-06-19 19:00:00+00:00,2616.5
1355.0,52,2019-06-19 20:00:00+00:00,2616.5
1356.0,26,2019-06-19 20:00:00+00:00,2616.5
1357.0,23,2019-06-19 20:00:00+00:00,2616.5
1358.0,25,2019-06-20 00:00:00+00:00,2616.3
1359.0,25,2019-06-20 00:00:00+00:00,2616.3
1360.0,23,2019-06-20 00:00:00+00:00,2616.3
1361.0,14,2019-06-20 00:00:00+00:00,2616.3
1362.0,9,2019-06-20 00:00:00+00:00,2616.3
1363.0,8,2019-06-20 00:00:00+00:00,2616.3
1364.0,7,2019-06-20 00:00:00+00:00,2616.3
1365.0,3,2019-06-20 00:00:00+00:00,2616.3
1366.0,2,2019-06-20 00:00:00+00:00,2616.3
1367.0,1,2019-06-20 00:00:00+00:00,2616.3
1368.0,1,2019-06-20 00:00:00+00:00,2616.3
1369.0,1,2019-06-20 00:00:00+00:00,2616.3
1370.0,1,2019-06-20 00:00:00+00:00,2616.3
1371.0,2,2019-06-20 01:00:00+00:00,2616.3
1372.0,2,2019-06-20 01:00:00+00:00,2616.3
1373.0,2,2019-06-20 01:00:00+00:00,2616.3
1374.0,2,2019-06-20 01:00:00+00:00,2616.3
1375.0,1,2019-06-20 01:00:00+00:00,2616.3
1376.0,1,2019-06-20 01:00:00+00:00,2616.3
1377.0,1,2019-06-20 01:00:00+00:00,2616.3
1378.0,3,2019-06-20 08:00:00+00:00,2616.0
1379.0,5,2019-06-20 08:00:00+00:00,2616.0
1380.0,11,2019-06-20 14:00:00+00:00,2615.7
1381.0,11,2019-06-20 14:00:00+00:00,2615.7
1382.0,13,2019-07-01 07:00:00+00:00,2605.0
1383.0,14,2019-07-01 20:00:00+00:00,2604.5
1384.0,15,2019-07-02 00:00:00+00:00,2604.3
1385.0,14,2019-07-02 00:00:00+00:00,2604.3
1386.0,17,2019-07-09 08:00:00+00:00,2597.0
1387.0,19,2019-07-09 10:00:00+00:00,2596.9
1388.0,21,2019-07-09 10:00:00+00:00,2596.9
1389.0,29,2019-07-09 11:00:00+00:00,2596.8
1390.0,31,2019-07-10 06:00:00+00:00,2596.1
1391.0,33,2019-07-10 07:00:00+00:00,2596.0
1392.0,48,2019-07-10 12:00:00+00:00,2595.8
1393.0,54,2019-07-10 12:00:00+00:00,2595.8
1394.0,46,2019-07-10 12:00:00+00:00,2595.8
1395.0,42,2019-07-10 12:00:00+00:00,2595.8
1396.0,40,2019-07-10 12:00:00+00:00,2595.8
1397.0,37,2019-07-10 12:00:00+00:00,2595.8
1398.0,30,2019-07-10 12:00:00+00:00,2595.8
1399.0,25,2019-07-10 12:00:00+00:00,2595.8
1400.0,16,2019-07-10 12:00:00+00:00,2595.8
1401.0,19,2019-08-01 13:00:00+00:00,2573.8
1402.0,26,2019-08-01 13:00:00+00:00,2573.8
1403.0,37,2019-08-01 13:00:00+00:00,2573.8
1404.0,56,2019-08-01 13:00:00+00:00,2573.8
1405.0,77,2019-08-01 13:00:00+00:00,2573.8
1406.0,80,2019-08-01 14:00:00+00:00,2573.7
1407.0,70,2019-08-01 14:00:00+00:00,2573.7
1408.0,66,2019-08-01 14:00:00+00:00,2573.7
1409.0,68,2019-08-01 14:00:00+00:00,2573.7
1410.0,59,2019-08-01 14:00:00+00:00,2573.7
1411.0,61,2019-08-01 14:00:00+00:00,2573.7
1412.0,57,2019-08-01 14:00:00+00:00,2573.7
1413.0,60,2019-08-01 14:00:00+00:00,2573.7
1414.0,75,2019-08-01 16:00:00+00:00,2573.6
1415.0,80,2019-08-01 16:00:00+00:00,2573.6
1416.0,73,2019-08-01 16:00:00+00:00,2573.6
1417.0,68,2019-08-01 16:00:00+00:00,2573.6
1418.0,79,2019-08-01 17:00:00+00:00,2573.6
1419.0,84,2019-08-01 17:00:00+00:00,2573.6
1420.0,74,2019-08-01 17:00:00+00:00,2573.6
1421.0,70,2019-08-01 17:00:00+00:00,2573.6
1422.0,71,2019-08-01 17:00:00+00:00,2573.6
1423.0,71,2019-08-01 17:00:00+00:00,2573.6
1424.0,74,2019-08-01 17:00:00+00:00,2573.6
1425.0,87,2019-08-01 17:00:00+00:00,2573.6
1426.0,81,2019-08-01 17:00:00+00:00,2573.6
1427.0,66,2019-08-01 17:00:00+00:00,2573.6
1428.0,63,2019-08-01 17:00:00+00:00,2573.6
1429.0,42,2019-08-01 17:00:00+00:00,2573.6
1430.0,31,2019-08-01 17:00:00+00:00,2573.6
1431.0,38,2019-08-02 13:00:00+00:00,2572.8
1432.0,29,2019-08-02 13:00:00+00:00,2572.8
1433.0,22,2019-08-02 13:00:00+00:00,2572.8
1434.0,19,2019-08-02 13:00:00+00:00,2572.8
1435.0,19,2019-08-02 13:00:00+00:00,2572.8
1436.0,22,2019-08-02 13:00:00+00:00,2572.8
1437.0,21,2019-08-04 22:00:00+00:00,2570.4
1438.0,24,2019-08-04 23:00:00+00:00,2570.3
1439.0,25,2019-08-05 00:00:00+00:00,2570.3
1440.0,26,2019-08-05 01:00:00+00:00,2570.3
1441.0,21,2019-08-05 01:00:00+00:00,2570.3
1442.0,17,2019-08-05 01:00:00+00:00,2570.3
1443.0,19,2019-08-05 01:00:00+00:00,2570.3
1444.0,13,2019-08-05 01:00:00+00:00,2570.3
1445.0,13,2019-08-05 01:00:00+00:00,2570.3
1446.0,12,2019-11-12 15:00:00+00:00,2470.7
1447.0,8,2019-11-12 15:00:00+00:00,2470.7
1448.0,4,2019-11-12 15:00:00+00:00,2470.7
1449.0,7,2019-11-12 15:00:00+00:00,2470.7
1450.0,9,2019-11-26 14:00:00+00:00,2456.7
1451.0,14,2019-11-26 14:00:00+00:00,2456.7
1452.0,18,2020-03-16 13:00:00+00:00,2345.8
1453.0,27,2020-03-16 13:00:00+00:00,2345.8
1454.0,37,2020-03-16 13:00:00+00:00,2345.8
1455.0,48,2020-03-16 13:00:00+00:00,2345.8
1456.0,61,2020-03-19 22:00:00+00:00,2342.4
1457.0,54,2020-03-19 22:00:00+00:00,2342.4
1458.0,62,2020-03-19 22:00:00+00:00,2342.4
1459.0,61,2020-03-19 22:00:00+00:00,2342.4
1460.0,68,2020-03-19 22:00:00+00:00,2342.4
1461.0,87,2020-03-19 22:00:00+00:00,2342.4
1462.0,79,2020-03-19 22:00:00+00:00,2342.4
1463.0,101,2020-03-19 22:00:00+00:00,2342.4
1464.0,102,2020-03-19 22:00:00+00:00,2342.4
1465.0,108,2020-03-19 22:00:00+00:00,2342.4
1466.0,107,2020-03-19 23:00:00+00:00,2342.3
1467.0,104,2020-03-19 23:00:00+00:00,2342.3
1468.0,101,2020-03-19 23:00:00+00:00,2342.3
1469.0,104,2020-03-19 23:00:00+00:00,2342.3
1470.0,93,2020-03-19 23:00:00+00:00,2342.3
1471.0,98,2020-03-19 23:00:00+00:00,2342.3
1472.0,94,2020-03-20 01:00:00+00:00,2342.3
1473.0,96,2020-03-20 01:00:00+00:00,2342.3
1474.0,104,2020-03-20 01:00:00+00:00,2342.3
1475.0,127,2020-03-20 01:00:00+00:00,2342.3
1476.0,118,2020-03-20 01:00:00+00:00,2342.3
1477.0,104,2020-03-20 01:00:00+00:00,2342.3
1478.0,92,2020-03-20 01:00:00+00:00,2342.3
1479.0,86,2020-03-20 01:00:00+00:00,2342.3
1480.0,75,2020-03-20 18:00:00+00:00,2341.6
1481.0,81,2020-03-20 19:00:00+00:00,2341.5
1482.0,80,2020-03-20 19:00:00+00:00,2341.5
1483.0,98,2020-03-22 22:00:00+00:00,2339.4
1484.0,112,2020-03-22 22:00:00+00:00,2339.4
1485.0,114,2020-03-22 22:00:00+00:00,2339.4
1486.0,125,2020-03-23 06:00:00+00:00,2339.1
1487.0,122,2020-03-23 08:00:00+00:00,2339.0
1488.0,130,2020-03-23 08:00:00+00:00,2339.0
1489.0,143,2020-03-23 08:00:00+00:00,2339.0
1490.0,169,2020-03-23 09:00:00+00:00,2338.9
1491.0,196,2020-03-23 10:00:00+00:00,2338.9
1492.0,219,2020-03-23 11:00:00+00:00,2338.8
1493.0,192,2020-03-23 11:00:00+00:00,2338.8
1494.0,167,2020-03-23 11:00:00+00:00,2338.8
1495.0,167,2020-03-23 12:00:00+00:00,2338.8
1496.0,176,2020-03-23 12:00:00+00:00,2338.8
1497.0,186,2020-03-23 12:00:00+00:00,2338.8
1498.0,194,2020-03-23 12:00:00+00:00,2338.8
1499.0,191,2020-03-23 12:00:00+00:00,2338.8
1500.0,188,2020-03-23 12:00:00+00:00,2338.8
1501.0,199,2020-03-23 12:00:00+00:00,2338.8
1502.0,225,2020-03-23 12:00:00+00:00,2338.8
1503.0,214,2020-03-23 12:00:00+00:00,2338.8
1504.0,203,2020-03-23 12:00:00+00:00,2338.8
1505.0,219,2020-03-23 12:00:00+00:00,2338.8
1506.0,208,2020-03-23 12:00:00+00:00,2338.8
1507.0,188,2020-03-23 12:00:00+00:00,2338.8
1508.0,169,2020-03-23 12:00:00+00:00,2338.8
1509.0,159,2020-03-23 12:00:00+00:00,2338.8
1510.0,142,2020-03-23 12:00:00+00:00,2338.8
1511.0,135,2020-03-23 12:00:00+00:00,2338.8
1512.0,127,2020-03-23 13:00:00+00:00,2338.8
1513.0,122,2020-03-23 13:00:00+00:00,2338.8
1514.0,102,2020-03-23 13:00:00+00:00,2338.8
1515.0,94,2020-03-23 13:00:00+00:00,2338.8
1516.0,82,2020-03-23 13:00:00+00:00,2338.8
1517.0,78,2020-03-23 13:00:00+00:00,2338.8
1518.0,82,2020-03-23 13:00:00+00:00,2338.8
1519.0,80,2020-03-23 13:00:00+00:00,2338.8
1520.0,83,2020-03-23 13:00:00+00:00,2338.8
1521.0,83,2020-03-23 14:00:00+00:00,2338.7
1522.0,76,2020-03-23 14:00:00+00:00,2338.7
1523.0,81,2020-03-23 14:00:00+00:00,2338.7
1524.0,74,2020-03-23 14:00:00+00:00,2338.7
1525.0,71,2020-03-23 14:00:00+00:00,2338.7
1526.0,79,2020-03-23 14:00:00+00:00,2338.7
1527.0,75,2020-03-23 14:00:00+00:00,2338.7
1528.0,87,2020-03-23 15:00:00+00:00,2338.7
1529.0,80,2020-03-23 15:00:00+00:00,2338.7
1530.0,66,2020-03-23 15:00:00+00:00,2338.7
1531.0,63,2020-03-23 15:00:00+00:00,2338.7
1532.0,59,2020-03-23 15:00:00+00:00,2338.7
1533.0,51,2020-03-23 15:00:00+00:00,2338.7
1534.0,44,2020-03-23 15:00:00+00:00,2338.7
1535.0,38,2020-03-23 15:00:00+00:00,2338.7
1536.0,42,2020-03-23 15:00:00+00:00,2338.7
1537.0,49,2020-03-23 15:00:00+00:00,2338.7
1538.0,52,2020-03-23 15:00:00+00:00,2338.7
1539.0,60,2020-03-23 15:00:00+00:00,2338.7
1540.0,50,2020-03-23 15:00:00+00:00,2338.7
1541.0,62,2020-03-23 16:00:00+00:00,2338.6
1542.0,71,2020-03-23 16:00:00+00:00,2338.6
1543.0,70,2020-03-23 16:00:00+00:00,2338.6
1544.0,63,2020-03-23 16:00:00+00:00,2338.6
1545.0,58,2020-03-23 16:00:00+00:00,2338.6
1546.0,61,2020-03-23 18:00:00+00:00,2338.6
1547.0,68,2020-03-23 19:00:00+00:00,2338.5
1548.0,71,2020-03-23 19:00:00+00:00,2338.5
1549.0,68,2020-03-23 19:00:00+00:00,2338.5
1550.0,62,2020-03-23 19:00:00+00:00,2338.5
1551.0,72,2020-03-23 20:00:00+00:00,2338.5
1552.0,83,2020-03-23 20:00:00+00:00,2338.5
1553.0,83,2020-03-23 20:00:00+00:00,2338.5
1554.0,80,2020-03-23 22:00:00+00:00,2338.4
1555.0,87,2020-03-23 22:00:00+00:00,2338.4
1556.0,95,2020-03-23 22:00:00+00:00,2338.4
1557.0,81,2020-03-23 22:00:00+00:00,2338.4
1558.0,81,2020-03-23 22:00:00+00:00,2338.4
1559.0,69,2020-03-24 06:00:00+00:00,2338.1
1560.0,68,2020-03-24 06:00:00+00:00,2338.1
1561.0,59,2020-03-24 06:00:00+00:00,2338.1
1562.0,49,2020-03-24 06:00:00+00:00,2338.1
1563.0,50,2020-03-24 06:00:00+00:00,2338.1
1564.0,53,2020-03-24 06:00:00+00:00,2338.1
1565.0,71,2020-03-24 06:00:00+00:00,2338.1
1566.0,89,2020-03-24 07:00:00+00:00,2338.0
1567.0,89,2020-03-24 07:00:00+00:00,2338.0
1568.0,83,2020-03-24 07:00:00+00:00,2338.0
1569.0,71,2020-03-24 07:00:00+00:00,2338.0
1570.0,76,2020-03-31 22:00:00+00:00,2330.4
1571.0,85,2020-03-31 22:00:00+00:00,2330.4
1572.0,81,2020-04-01 13:00:00+00:00,2329.8
1573.0,83,2020-04-01 13:00:00+00:00,2329.8
1574.0,83,2020-04-01 13:00:00+00:00,2329.8
1575.0,90,2020-04-01 13:00:00+00:00,2329.8
1576.0,94,2020-04-01 14:00:00+00:00,2329.7
1577.0,90,2020-04-01 14:00:00+00:00,2329.7
1578.0,85,2020-04-01 17:00:00+00:00,2329.6
1579.0,95,2020-04-01 17:00:00+00:00,2329.6
1580.0,92,2020-04-01 17:00:00+00:00,2329.6
1581.0,90,2020-04-01 17:00:00+00:00,2329.6
1582.0,88,2020-04-02 01:00:00+00:00,2329.3
1583.0,80,2020-04-02 04:00:00+00:00,2329.1
1584.0,71,2020-04-02 05:00:00+00:00,2329.1
1585.0,67,2020-04-02 09:00:00+00:00,2328.9
1586.0,67,2020-04-02 09:00:00+00:00,2328.9
1587.0,71,2020-04-02 09:00:00+00:00,2328.9
1588.0,65,2020-04-02 10:00:00+00:00,2328.9
1589.0,56,2020-04-02 10:00:00+00:00,2328.9
1590.0,50,2020-04-02 10:00:00+00:00,2328.9
1591.0,51,2020-04-02 10:00:00+00:00,2328.9
1592.0,52,2020-04-02 11:00:00+00:00,2328.8
1593.0,52,2020-04-02 11:00:00+00:00,2328.8
1594.0,45,2020-04-02 11:00:00+00:00,2328.8
1595.0,45,2020-04-02 12:00:00+00:00,2328.8
1596.0,45,2020-04-02 12:00:00+00:00,2328.8
1597.0,47,2020-04-02 12:00:00+00:00,2328.8
1598.0,43,2020-04-02 12:00:00+00:00,2328.8
1599.0,44,2020-04-02 12:00:00+00:00,2328.8
1600.0,48,2020-04-02 13:00:00+00:00,2328.8
1601.0,53,2020-04-02 13:00:00+00:00,2328.8
1602.0,51,2020-04-02 13:00:00+00:00,2328.8
1603.0,54,2020-04-02 14:00:00+00:00,2328.7
1604.0,59,2020-04-02 15:00:00+00:00,2328.7
1605.0,56,2020-04-02 15:00:00+00:00,2328.7
1606.0,52,2020-04-03 12:00:00+00:00,2327.8
1607.0,61,2020-04-03 12:00:00+00:00,2327.8
1608.0,64,2020-04-05 22:00:00+00:00,2325.4
1609.0,72,2020-04-05 22:00:00+00:00,2325.4
1610.0,73,2020-04-05 22:00:00+00:00,2325.4
1611.0,65,2020-04-05 22:00:00+00:00,2325.4
1612.0,64,2020-04-05 22:00:00+00:00,2325.4
1613.0,65,2020-04-05 23:00:00+00:00,2325.3
1614.0,68,2020-04-05 23:00:00+00:00,2325.3
1615.0,69,2022-09-28 07:00:00+00:00,1420.0
1616.0,72,2022-09-28 10:00:00+00:00,1419.9
1617.0,77,2022-11-03 11:00:00+00:00,1383.8
1618.0,81,2022-11-03 13:00:00+00:00,1383.8
1619.0,78,2022-11-03 14:00:00+00:00,1383.7
1620.0,79,2022-11-03 14:00:00+00:00,1383.7
1621.0,75,2022-11-03 14:00:00+00:00,1383.7
1622.0,74,2022-11-03 14:00:00+00:00,1383.7
1623.0,73,2022-11-03 14:00:00+00:00,1383.7
1624.0,70,2022-11-03 14:00:00+00:00,1383.7
1625.0,73,2022-11-03 16:00:00+00:00,1383.6
1626.0,74,2022-11-03 16:00:00+00:00,1383.6
1627.0,77,2022-11-03 17:00:00+00:00,1383.6
1628.0,72,2022-11-03 17:00:00+00:00,1383.6
1629.0,73,2022-11-03 22:00:00+00:00,1383.4
1630.0,69,2022-11-04 01:00:00+00:00,1383.3
1631.0,65,2022-11-04 01:00:00+00:00,1383.3
1632.0,67,2022-11-04 01:00:00+00:00,1383.3
1633.0,71,2022-11-04 01:00:00+00:00,1383.3
1634.0,79,2022-11-04 02:00:00+00:00,1383.2
1635.0,86,2022-11-04 02:00:00+00:00,1383.2
1636.0,94,2022-11-04 02:00:00+00:00,1383.2
1637.0,108,2022-11-04 03:00:00+00:00,1383.2
1638.0,103,2022-11-04 03:00:00+00:00,1383.2
1639.0,111,2022-11-04 04:00:00+00:00,1383.1
1640.0,114,2022-11-04 04:00:00+00:00,1383.1
1641.0,117,2022-11-04 04:00:00+00:00,1383.1
1642.0,127,2022-11-04 12:00:00+00:00,1382.8
