zone_low,zone_high,width_$,last_touch_earliest,last_touch_latest,days_not_returned_min,days_not_returned_max,spacing_to_next_zone_$
2537.0,3886.0,1350.0,2024-11-14 09:00:00+00:00,2025-10-05 22:00:00+00:00,316.4,641.9,
